id	label	namespace	icon	source
minecraft:warped_trapdoor	Warped Trapdoor	minecraft	launcher-assets\item-icons\minecraft\warped_trapdoor.png	1.20.1.jar
minecraft:sea_pickle	Sea Pickle	minecraft	launcher-assets\item-icons\minecraft\sea_pickle.png	1.20.1.jar
minecraft:host_armor_trim_smithing_template	Host Armor Trim Smithing Template	minecraft	launcher-assets\item-icons\minecraft\host_armor_trim_smithing_template.png	1.20.1.jar
minecolonies:pirate_cap	Pirate Cap	minecolonies	launcher-assets\item-icons\minecolonies\pirate_cap.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
mca:cyan_warped_crib	Berço Distorcido Ciano	mca	launcher-assets\item-icons\mca\cyan_warped_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecolonies:composted_dirt	Composted Dirt	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:gray_concrete_powder	Gray Concrete Powder	minecraft	launcher-assets\item-icons\minecraft\gray_concrete_powder.png	1.20.1.jar
minecraft:stripped_spruce_log	Stripped Spruce Log	minecraft	launcher-assets\item-icons\minecraft\stripped_spruce_log.png	1.20.1.jar
minecraft:oak_sign	Oak Sign	minecraft	launcher-assets\item-icons\minecraft\oak_sign.png	1.20.1.jar
minecolonies:kebab	Kebab	minecolonies	launcher-assets\item-icons\minecolonies\kebab.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:purple_banner	Purple Banner	minecraft		1.20.1.jar
minecolonies:supplycampdeployer	Supply Camp	minecolonies	launcher-assets\item-icons\minecolonies\supplycampdeployer.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:netherite_ingot	Netherite Ingot	minecraft	launcher-assets\item-icons\minecraft\netherite_ingot.png	1.20.1.jar
domum_ornamentum:white_brick_extra	White Brick Extra	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecolonies:sifter_mesh_iron	Iron Mesh	minecolonies	launcher-assets\item-icons\minecolonies\sifter_mesh_iron.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecolonies:norsemenarcheregg	Archer Norseman Spawn Egg	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:chiseled_bookshelf	Chiseled Bookshelf	minecraft		1.20.1.jar
minecraft:black_terracotta	Black Terracotta	minecraft	launcher-assets\item-icons\minecraft\black_terracotta.png	1.20.1.jar
mca:gray_acacia_crib	Berço de Acácia Cinza	mca	launcher-assets\item-icons\mca\gray_acacia_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
structurize:shapetool	Shape Tool	structurize	launcher-assets\item-icons\structurize\shapetool.png	structurize-1.20.1-1.0.812-snapshot.jar
mca:brown_oak_crib	Berço de Carvalho Marrom	mca	launcher-assets\item-icons\mca\brown_oak_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:polished_diorite_stairs	Polished Diorite Stairs	minecraft		1.20.1.jar
minecraft:stone_pressure_plate	Stone Pressure Plate	minecraft		1.20.1.jar
minecraft:sweet_berries	Sweet Berries	minecraft	launcher-assets\item-icons\minecraft\sweet_berries.png	1.20.1.jar
minecraft:golden_horse_armor	Golden Horse Armor	minecraft	launcher-assets\item-icons\minecraft\golden_horse_armor.png	1.20.1.jar
mca:villager_tracker_08	Villager Tracker 08	mca	launcher-assets\item-icons\mca\villager_tracker_08.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
domum_ornamentum:fancy_light	Fancy Light	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:scaffolding	Scaffolding	minecraft		1.20.1.jar
mca:red_acacia_crib	Berço de Acácia Vermelho	mca	launcher-assets\item-icons\mca\red_acacia_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:light_blue_stained_glass_pane	Light Blue Stained Glass Pane	minecraft	launcher-assets\item-icons\minecraft\light_blue_stained_glass_pane.png	1.20.1.jar
mca:cyan_mangrove_crib	Berço de Mangue Ciano	mca	launcher-assets\item-icons\mca\cyan_mangrove_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:polished_andesite_slab	Polished Andesite Slab	minecraft		1.20.1.jar
minecraft:nether_brick_fence	Nether Brick Fence	minecraft		1.20.1.jar
minecolonies:piratearcheregg	Archer Pirate Spawn Egg	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
structurize:caliper	Calipers	structurize	launcher-assets\item-icons\structurize\caliper.png	structurize-1.20.1-1.0.812-snapshot.jar
minecolonies:blockhutcrusher	Crusher	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:ink_sac	Ink Sac	minecraft	launcher-assets\item-icons\minecraft\ink_sac.png	1.20.1.jar
minecraft:note_block	Note Block	minecraft	launcher-assets\item-icons\minecraft\note_block.png	1.20.1.jar
mca:blue_jungle_crib	Berço da Selva Azul	mca	launcher-assets\item-icons\mca\blue_jungle_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
domum_ornamentum:blockbarreldeco_standing	Standing Barrel	domum_ornamentum	launcher-assets\item-icons\domum_ornamentum\blockbarreldeco_standing.png	domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:chicken	Raw Chicken	minecraft	launcher-assets\item-icons\minecraft\chicken.png	1.20.1.jar
minecraft:acacia_chest_boat	Acacia Boat with Chest	minecraft	launcher-assets\item-icons\minecraft\acacia_chest_boat.png	1.20.1.jar
minecolonies:soybean	Soybean	minecolonies	launcher-assets\item-icons\minecolonies\soybean.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:deepslate_tile_wall	Deepslate Tile Wall	minecraft		1.20.1.jar
minecraft:prize_pottery_sherd	Prize Pottery Sherd	minecraft	launcher-assets\item-icons\minecraft\prize_pottery_sherd.png	1.20.1.jar
minecraft:soul_lantern	Soul Lantern	minecraft	launcher-assets\item-icons\minecraft\soul_lantern.png	1.20.1.jar
minecraft:cherry_leaves	Cherry Leaves	minecraft	launcher-assets\item-icons\minecraft\cherry_leaves.png	1.20.1.jar
minecraft:skull_pottery_sherd	Skull Pottery Sherd	minecraft	launcher-assets\item-icons\minecraft\skull_pottery_sherd.png	1.20.1.jar
minecraft:crimson_button	Crimson Button	minecraft		1.20.1.jar
minecraft:cracked_polished_blackstone_bricks	Cracked Polished Blackstone Bricks	minecraft	launcher-assets\item-icons\minecraft\cracked_polished_blackstone_bricks.png	1.20.1.jar
minecraft:polished_blackstone_stairs	Polished Blackstone Stairs	minecraft		1.20.1.jar
minecraft:budding_amethyst	Budding Amethyst	minecraft	launcher-assets\item-icons\minecraft\budding_amethyst.png	1.20.1.jar
minecraft:hay_block	Hay Bale	minecraft		1.20.1.jar
minecraft:purple_shulker_box	Purple Shulker Box	minecraft	launcher-assets\item-icons\minecraft\purple_shulker_box.png	1.20.1.jar
minecraft:oxidized_cut_copper_slab	Oxidized Cut Copper Slab	minecraft		1.20.1.jar
domum_ornamentum:door/door_waffle_spec	Door Door Waffle Spec	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecolonies:muffin_dough	Muffin Dough	minecolonies	launcher-assets\item-icons\minecolonies\muffin_dough.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:crimson_stem	Crimson Stem	minecraft	launcher-assets\item-icons\minecraft\crimson_stem.png	1.20.1.jar
minecraft:brown_stained_glass_pane	Brown Stained Glass Pane	minecraft	launcher-assets\item-icons\minecraft\brown_stained_glass_pane.png	1.20.1.jar
minecraft:cake	Cake	minecraft	launcher-assets\item-icons\minecraft\cake.png	1.20.1.jar
minecraft:purple_bed	Purple Bed	minecraft	launcher-assets\item-icons\minecraft\purple_bed.png	1.20.1.jar
minecraft:oxidized_cut_copper	Oxidized Cut Copper	minecraft	launcher-assets\item-icons\minecraft\oxidized_cut_copper.png	1.20.1.jar
minecraft:evoker_spawn_egg	Evoker Spawn Egg	minecraft		1.20.1.jar
minecraft:leather_helmet	Leather Cap	minecraft	launcher-assets\item-icons\minecraft\leather_helmet.png	1.20.1.jar
minecraft:bow	Bow	minecraft	launcher-assets\item-icons\minecraft\bow.png	1.20.1.jar
minecraft:golden_hoe	Golden Hoe	minecraft	launcher-assets\item-icons\minecraft\golden_hoe.png	1.20.1.jar
minecraft:diorite	Diorite	minecraft	launcher-assets\item-icons\minecraft\diorite.png	1.20.1.jar
domum_ornamentum:magenta_brick_extra	Magenta Brick Extra	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:bookshelf	Bookshelf	minecraft	launcher-assets\item-icons\minecraft\bookshelf.png	1.20.1.jar
minecraft:miner_pottery_sherd	Miner Pottery Sherd	minecraft	launcher-assets\item-icons\minecraft\miner_pottery_sherd.png	1.20.1.jar
minecolonies:sceptersteel	Sceptersteel	minecolonies	launcher-assets\item-icons\minecolonies\sceptersteel.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:sculk	Sculk	minecraft	launcher-assets\item-icons\minecraft\sculk.png	1.20.1.jar
domum_ornamentum:shingle_steep	Shingle Steep	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecolonies:blockhutschool	School	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:netherite_boots	Netherite Boots	minecraft	launcher-assets\item-icons\minecraft\netherite_boots.png	1.20.1.jar
minecolonies:mummyarcheregg	Archer Mummy Spawn Egg	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:black_stained_glass_pane	Black Stained Glass Pane	minecraft	launcher-assets\item-icons\minecraft\black_stained_glass_pane.png	1.20.1.jar
mca:pink_spruce_crib	Berço de Abeto Rosa	mca	launcher-assets\item-icons\mca\pink_spruce_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:cobbled_deepslate_wall	Cobbled Deepslate Wall	minecraft		1.20.1.jar
minecraft:netherite_helmet	Netherite Helmet	minecraft	launcher-assets\item-icons\minecraft\netherite_helmet.png	1.20.1.jar
minecraft:rail	Rail	minecraft	launcher-assets\item-icons\minecraft\rail.png	1.20.1.jar
minecraft:stripped_dark_oak_log	Stripped Dark Oak Log	minecraft	launcher-assets\item-icons\minecraft\stripped_dark_oak_log.png	1.20.1.jar
domum_ornamentum:light_gray_floating_carpet	Light Gray Floating Carpet	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:infested_deepslate	Infested Deepslate	minecraft		1.20.1.jar
minecolonies:spicy_grilled_chicken	Spicy Grilled Chicken	minecolonies	launcher-assets\item-icons\minecolonies\spicy_grilled_chicken.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:baked_potato	Baked Potato	minecraft	launcher-assets\item-icons\minecraft\baked_potato.png	1.20.1.jar
minecraft:broken_elytra	Broken Elytra	minecraft	launcher-assets\item-icons\minecraft\broken_elytra.png	1.20.1.jar
minecolonies:blockhutdyer	Dyer's Hut	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:polished_diorite	Polished Diorite	minecraft	launcher-assets\item-icons\minecraft\polished_diorite.png	1.20.1.jar
domum_ornamentum:cyan_floating_carpet	Cyan Floating Carpet	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecolonies:blockhutfisherman	Fisher's Hut	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:parrot_spawn_egg	Parrot Spawn Egg	minecraft		1.20.1.jar
minecraft:white_dye	White Dye	minecraft	launcher-assets\item-icons\minecraft\white_dye.png	1.20.1.jar
minecraft:waxed_weathered_cut_copper_slab	Waxed Weathered Cut Copper Slab	minecraft		1.20.1.jar
minecraft:glow_item_frame	Glow Item Frame	minecraft	launcher-assets\item-icons\minecraft\glow_item_frame.png	1.20.1.jar
minecolonies:blockminecoloniesgrave	Grave	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:amethyst_shard	Amethyst Shard	minecraft	launcher-assets\item-icons\minecraft\amethyst_shard.png	1.20.1.jar
minecraft:mule_spawn_egg	Mule Spawn Egg	minecraft		1.20.1.jar
minecraft:iron_pickaxe	Iron Pickaxe	minecraft	launcher-assets\item-icons\minecraft\iron_pickaxe.png	1.20.1.jar
domum_ornamentum:pink_floating_carpet	Pink Floating Carpet	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:dead_horn_coral	Dead Horn Coral	minecraft	launcher-assets\item-icons\minecraft\dead_horn_coral.png	1.20.1.jar
minecraft:gray_stained_glass_pane	Gray Stained Glass Pane	minecraft	launcher-assets\item-icons\minecraft\gray_stained_glass_pane.png	1.20.1.jar
minecraft:bat_spawn_egg	Bat Spawn Egg	minecraft		1.20.1.jar
minecolonies:blockhutsmeltery	Smeltery	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:cracked_deepslate_tiles	Cracked Deepslate Tiles	minecraft	launcher-assets\item-icons\minecraft\cracked_deepslate_tiles.png	1.20.1.jar
mca:brown_mangrove_crib	Berço de Mangue Marrom	mca	launcher-assets\item-icons\mca\brown_mangrove_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:cocoa_beans	Cocoa Beans	minecraft	launcher-assets\item-icons\minecraft\cocoa_beans.png	1.20.1.jar
mca:white_dark_oak_crib	Berço de Carvalho Escuro Branco	mca	launcher-assets\item-icons\mca\white_dark_oak_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:nether_brick_wall	Nether Brick Wall	minecraft		1.20.1.jar
minecraft:purpur_pillar	Purpur Pillar	minecraft	launcher-assets\item-icons\minecraft\purpur_pillar.png	1.20.1.jar
minecraft:dead_bubble_coral_fan	Dead Bubble Coral Fan	minecraft	launcher-assets\item-icons\minecraft\dead_bubble_coral_fan.png	1.20.1.jar
minecraft:diorite_stairs	Diorite Stairs	minecraft		1.20.1.jar
mca:yellow_birch_crib	Berço de Bétula Amarelo	mca	launcher-assets\item-icons\mca\yellow_birch_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:birch_door	Birch Door	minecraft	launcher-assets\item-icons\minecraft\birch_door.png	1.20.1.jar
mca:blue_birch_crib	Berço de Bétula Azul	mca	launcher-assets\item-icons\mca\blue_birch_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
mca:bouquet	Buquê	mca	launcher-assets\item-icons\mca\bouquet.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:strider_spawn_egg	Strider Spawn Egg	minecraft		1.20.1.jar
minecraft:villager_spawn_egg	Villager Spawn Egg	minecraft		1.20.1.jar
minecolonies:build_goggles_disabled	Build Goggles Disabled	minecolonies	launcher-assets\item-icons\minecolonies\build_goggles_disabled.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:infested_stone_bricks	Infested Stone Bricks	minecraft		1.20.1.jar
minecraft:template_skull	Template Skull	minecraft	launcher-assets\item-icons\minecraft\template_skull.png	1.20.1.jar
minecolonies:tofu	Tofu	minecolonies	launcher-assets\item-icons\minecolonies\tofu.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecolonies:potato_soup	Potato Soup	minecolonies	launcher-assets\item-icons\minecolonies\potato_soup.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:apple	Apple	minecraft	launcher-assets\item-icons\minecraft\apple.png	1.20.1.jar
minecraft:azure_bluet	Azure Bluet	minecraft	launcher-assets\item-icons\minecraft\azure_bluet.png	1.20.1.jar
minecraft:black_concrete_powder	Black Concrete Powder	minecraft	launcher-assets\item-icons\minecraft\black_concrete_powder.png	1.20.1.jar
minecraft:generated	Generated	minecraft		1.20.1.jar
minecraft:ender_dragon_spawn_egg	Ender Dragon Spawn Egg	minecraft		1.20.1.jar
minecraft:chainmail_helmet	Chainmail Helmet	minecraft	launcher-assets\item-icons\minecraft\chainmail_helmet.png	1.20.1.jar
minecraft:gray_shulker_box	Gray Shulker Box	minecraft	launcher-assets\item-icons\minecraft\gray_shulker_box.png	1.20.1.jar
minecraft:yellow_wool	Yellow Wool	minecraft	launcher-assets\item-icons\minecraft\yellow_wool.png	1.20.1.jar
minecraft:mooshroom_spawn_egg	Mooshroom Spawn Egg	minecraft		1.20.1.jar
mca:engagement_ring	Aliança de noivado	mca	launcher-assets\item-icons\mca\engagement_ring.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:diorite_wall	Diorite Wall	minecraft		1.20.1.jar
mca:light_gray_crimson_crib	Berço de Carmesim Cinza Claro	mca	launcher-assets\item-icons\mca\light_gray_crimson_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:cooked_porkchop	Cooked Porkchop	minecraft	launcher-assets\item-icons\minecraft\cooked_porkchop.png	1.20.1.jar
minecraft:iron_helmet	Iron Helmet	minecraft	launcher-assets\item-icons\minecraft\iron_helmet.png	1.20.1.jar
minecraft:experience_bottle	Bottle o' Enchanting	minecraft	launcher-assets\item-icons\minecraft\experience_bottle.png	1.20.1.jar
minecraft:leather_chestplate	Leather Tunic	minecraft	launcher-assets\item-icons\minecraft\leather_chestplate.png	1.20.1.jar
domum_ornamentum:fancy_door	Fancy Door	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:snowball	Snowball	minecraft	launcher-assets\item-icons\minecraft\snowball.png	1.20.1.jar
domum_ornamentum:wheat_extra	Wheat Extra	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:stone_pickaxe	Stone Pickaxe	minecraft	launcher-assets\item-icons\minecraft\stone_pickaxe.png	1.20.1.jar
domum_ornamentum:sand_stone_bricks	Sand Stone Bricks	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
mca:white_birch_crib	Berço de Bétula Branco	mca	launcher-assets\item-icons\mca\white_birch_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
mca:jeweler_workbench	Bancada de joalheiro	mca		minecraft-comes-alive-7.6.16+1.20.1-universal.jar
mca:light_blue_oak_crib	Berço de Carvalho Azul Claro	mca	launcher-assets\item-icons\mca\light_blue_oak_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
domum_ornamentum:blue_floating_carpet	Blue Floating Carpet	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:stripped_bamboo_block	Block of Stripped Bamboo	minecraft	launcher-assets\item-icons\minecraft\stripped_bamboo_block.png	1.20.1.jar
minecraft:yellow_stained_glass_pane	Yellow Stained Glass Pane	minecraft	launcher-assets\item-icons\minecraft\yellow_stained_glass_pane.png	1.20.1.jar
mca:gray_mangrove_crib	Berço de Mangue Cinza	mca	launcher-assets\item-icons\mca\gray_mangrove_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:enchanted_golden_apple	Enchanted Golden Apple	minecraft	launcher-assets\item-icons\minecraft\enchanted_golden_apple.png	1.20.1.jar
minecolonies:pepper_hummus	Pepper Hummus	minecolonies	launcher-assets\item-icons\minecolonies\pepper_hummus.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecolonies:stew_trencher	Stew Trencher	minecolonies	launcher-assets\item-icons\minecolonies\stew_trencher.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:turtle_spawn_egg	Turtle Spawn Egg	minecraft		1.20.1.jar
minecraft:axolotl_spawn_egg	Axolotl Spawn Egg	minecraft		1.20.1.jar
minecraft:gravel	Gravel	minecraft	launcher-assets\item-icons\minecraft\gravel.png	1.20.1.jar
minecraft:popped_chorus_fruit	Popped Chorus Fruit	minecraft	launcher-assets\item-icons\minecraft\popped_chorus_fruit.png	1.20.1.jar
minecraft:prismarine	Prismarine	minecraft	launcher-assets\item-icons\minecraft\prismarine.png	1.20.1.jar
minecolonies:pasta_tomato	Tomato Pasta	minecolonies	launcher-assets\item-icons\minecolonies\pasta_tomato.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:enderman_spawn_egg	Enderman Spawn Egg	minecraft		1.20.1.jar
minecraft:disc_fragment_5	Disc Fragment	minecraft	launcher-assets\item-icons\minecraft\disc_fragment_5.png	1.20.1.jar
minecraft:sandstone_slab	Sandstone Slab	minecraft		1.20.1.jar
minecraft:birch_chest_boat	Birch Boat with Chest	minecraft	launcher-assets\item-icons\minecraft\birch_chest_boat.png	1.20.1.jar
minecraft:cut_red_sandstone	Cut Red Sandstone	minecraft	launcher-assets\item-icons\minecraft\cut_red_sandstone.png	1.20.1.jar
